Title,Metascore,Userscore
Stuart Little 2,66,6.6
Deadpool 2,66,7.6
300: Rise of an Empire,48,6.0
The Smurfs 2,34,3.8
Speed 2: Cruise Control,24,3.8
Around the World in 80 Days,49,5.8
Around the World in 80 Days,49,5.8
10000 B.C.,34,4.3
Despicable Me 4,52,6.3
Terminator 2: Judgment Day,75,9.1
The Expendables 2,51,7.1
The Expendables 3,35,5.8
Expend4bles,30,4.8
The LEGO Movie 2: The Second Part,65,6.6
Sex and the City 2,27,4.3
Rush Hour 2,48,7.1
Now You See Me 2,46,6.2
K19: The Widowmaker,N/A,N/A
The Nutcracker in 3D,N/A,N/A
Kung Fu Panda 4,54,6.0
Sing 2,49,7.7
102 Dalmatians,35,5.0
RED 2,47,6.5
The 6th Day,49,6.3
Hotel Transylvania 2,44,7.0
The Secret Life of Pets 2,55,5.9
Grown Ups 2,19,3.3
Fantasia 2000,59,7.3
Journey 2: The Mysterious Island,41,5.8
Cloudy with a Chance of Meatballs 2,59,6.8
The Equalizer 2,50,6.6
Despicable Me 2,62,7.2
2 Fast 2 Furious,38,5.9
Despicable Me 3,49,5.7
50 First Dates,48,6.5
The 355,40,3.7
Devara Part 1,tbd,tbd
Dr. Dolittle 2,49,5.2
Shrek 2,75,8.5
Oceans 8,61,5.3
Die Hard 2,67,7.3
Daddys Home 2,30,5.7
Wall Street 2: Money Never Sleeps,N/A,N/A
Basic Instinct 2,26,4.3
Ted 2,48,6.0
Apollo 13,78,8.0
Hotel Transylvania 3: Summer Vacation,54,6.3
The Santa Clause 2,48,6.1
The Angry Birds Movie 2,60,6.8
U571,N/A,N/A
3000 Miles to Graceland,21,5.2
2 Guns,55,6.6
300,52,7.1
Cheaper by the Dozen 2,34,5.8
Ladder 49,47,7.5
Under Siege 2: Dark Territory,52,6.7
Miss Congeniality 2: Armed and Fabulous,N/A,N/A
Planet 51,39,5.1
The Monkey King 2,tbd,6.6
Coming 2 America,52,4.7
The Ridiculous 6,18,3.8
Kill Bill: Volume 2,N/A,N/A
Alien 3,59,6.2
22 Jump Street,71,7.2
Anchorman 2: The Legend Continues,61,6.2
Super 8,72,7.3
How to Lose a Guy in 10 Days,45,6.3
13 Hours: The Secret Soldiers of Benghazi,48,7.0
Gremlins 2: The New Batch,69,6.1
The Adventures of Sharkboy and Lavagirl in 3D,N/A,N/A
Horizon: An American Saga Chapter 1,49,6.7
Zoolander 2,34,4.2
Child 44,41,5.6
Horizon: An American Saga Chapter 2,49,tbd
Taken 3,26,4.7
3:10 to Yuma,76,7.7
Taken 2,45,5.6
Scary Movie 3,49,6.4
Pitch Perfect 3,40,5.6
The Princess Diaries 2: Royal Engagement,43,6.0
Scary Movie 2,29,5.7
Peter Rabbit 2: The Runaway,43,5.3
16 Blocks,63,6.4
65,40,4.7
28 Days,46,6.1
21 Jump Street,69,7.5
15 Minutes,34,6.1
8 Mile,77,8.2
Spy Kids 3D: Game Over,N/A,N/A
The Conjuring 2: The Enfield Poltergeist,N/A,N/A
Ride Along 2,32,4.7
Scary Movie 4,40,5.6
Scream 3,56,6.2
17 Again,48,6.1
Horrible Bosses 2,40,5.9
Final Destination 5,50,6.5
Scream 4,52,7.0
8MM,21,6.6
Transporter 3,51,6.0
The Nut Job 2: Nutty by Nature,36,4.5
Hocus Pocus 2,56,4.6
Paul Blart: Mall Cop 2,13,2.8
13 Going On 30,57,6.5
Dolphin Tale 2,58,5.4
Lethal Weapon 3,40,6.8
21,48,6.5
This is 40,59,5.9
Neighbors 2: Sorority Rising,58,5.4
Goosebumps 2: Haunted Halloween,53,4.7
12 Strong,54,6.3
Mile 22,38,5.2
Predator 2,46,6.9
Hitman: Agent 47,28,4.3
21 Bridges,51,6.1
The Number 23,tbd,6.3
1941,34,5.9
42,62,7.5
American Pie 2,43,6.5
District 9,81,8.3
27 Dresses,47,5.6
Naked Gun 33 13: The Final Insult,63,7.1
Step Up 3D,N/A,N/A
30 Days of Night,53,6.5
The 15:17 to Paris,45,4.8
Mr. 3000,57,6.0
Assault On Precinct 13,54,5.6
Baahubali 2: The Conclusion,tbd,8.3
88 Minutes,17,5.8
Pitch Perfect 2,63,6.0
12 Monkeys,N/A,N/A
80 for Brady,52,4.2
30 Minutes or Less,49,5.6
Dracula 2000,26,5.2
3 Days to Kill,40,5.7
Case 39,25,6.3
Formula 51,23,6.5
Final Destination 2,38,6.1
Agent Cody Banks 2: Destination London,32,4.4
Bad Santa 2,38,5.5
Final Destination 3,43,6.5
Jeepers Creepers 2,N/A,N/A
Cradle 2 the Grave,36,5.8
Shark Night 3D,22,4.6
The 33,55,6.3
Scream 2,62,7.4
Piranha 3D,N/A,N/A
Dhoom 3,61,5.9
The Naked Gun 2: The Smell of Fear,N/A,N/A
Jaws 4: The Revenge,N/A,N/A
1408,64,7.2
RoboCop 3,40,4.9
Home Alone 2: Lost in New York,46,7.5
Jackass 3D,N/A,N/A
Jaws 2,51,6.9
12 Years a Slave,96,8.1
The Jungle Book 2,38,4.6
Tyler Perrys Boo 2 A Madea Halloween,N/A,N/A
Texas Chainsaw 3D,31,4.6
Silent Hill: Revelation 3D,16,4.6
21 Grams,70,7.6
Triple 9,52,6.2
12 Rounds,38,5.2
3 Ninjas Kick Back,39,4.1
CJ7,46,4.6
Les Couloirs du temps: Les visiteurs 2,N/A,N/A
Barbershop 2: Back in Business,59,6.0
My Big Fat Greek Wedding 2,37,5.4
United 93,90,7.7
Catch22,N/A,N/A
127 Hours,82,7.9
T2: Trainspotting,67,7.3
8 Million Ways to Die,29,7.0
Step Up 2 the Streets,50,6.8
Friday the 13th,34,5.9
Friday the 13th,34,5.9
Halloween: H2O,N/A,N/A
40 Days and 40 Nights,53,5.0
55 Days at Peking,N/A,N/A
10 Cloverfield Lane,76,7.6
Dont Breathe 2,46,6.3
28 Weeks Later,78,6.8
Book of Shadows: Blair Witch 2,15,2.9
U2 3D,83,9.1
Crocodile Dundee 2,N/A,N/A
Hot Tub Time Machine 2,29,3.6
Super Troopers 2,41,6.6
A Nightmare on Elm Street 4: The Dream Master,56,7.0
21 and Over,34,5.4
54,33,5.0
M3GAN,72,6.6
47 Meters Down: Uncaged,43,5.0
Girl 6,44,5.2
2046,78,7.9
5 Days of War,31,1.6
10 Days in a Madhouse,tbd,10.0
1612,N/A,N/A
2001: A Space Odyssey,84,8.7
Insidious Chapter 3,52,6.5
Sinister 2,32,4.7
Reno 911: Miami,N/A,N/A
Movie 43,18,3.2
50 to 1,37,tbd
Police Academy 7: Mission to Moscow,N/A,N/A
The Reef,N/A,N/A
Nurse 3D,29,4.4
Happy Death Day 2U,57,6.3
Glee: The 3D Concert Movie,48,6.1
Hamlet 2,54,6.6
Beneath Hill 60,N/A,N/A
The Strangers: Chapter 1,43,4.4
28 Days Later,73,7.8
500 Days of Summer,76,8.0
Code 46,57,5.3
3,55,6.2
House of 1000 Corpses,31,6.0
High School Musical 2,N/A,N/A
Fahrenheit 911,67,6.9
Around the World in 80 Days,49,5.8
Around the World in 80 Days,49,5.8
Halloween 5: The Revenge of Michael Myers,28,4.8
200 Cigarettes,35,6.9
Beastmaster 2: Through the Portal of Time,N/A,N/A
The 5th Quarter,tbd,4.5
11:14,65,6.9
Khiladi 786,N/A,N/A
Rec 2,52,6.8
R100,57,6.0
47 Meters Down,52,5.3
Paranormal Activity 3,59,6.0
Insidious Chapter 2,40,6.7
Paranormal Activity 4,40,4.5
A Nightmare On Elm Street 3: Dream Warriors,49,7.5
Gods Not Dead 2,22,2.2
House Party 2,N/A,N/A
Halloween 4: The Return of Michael Myers,34,6.5
Apollo 18,24,5.0
Force 10 from Navarone,42,6.7
Fahrenheit 119,69,4.9
90 Minutes in Heaven,28,3.3
Table 19,40,5.9
Area 51,30,5.1
Psych 9,N/A,N/A
7500,N/A,N/A
25th Hour,69,7.6
A Haunted House 2,17,3.9
3 Strikes,11,4.5
13 Sins,44,6.6
Brawl in Cell Block 99,79,7.1
1776,N/A,N/A
MASH,80,7.2
Creepshow 2,39,6.3
The House Next Door: Meet the Blacks 2,tbd,tbd
2:13,N/A,N/A
Batman: The Dark Knight Returns Part 2,N/A,N/A
Class of 1984,49,6.3
Paranormal Activity 2,53,5.8
Pokemon 3: The Movie,22,7.5
8 Heads in a Duffel Bag,18,5.3
3 From Hell,50,4.6
Never Back Down 2: The Beatdown,N/A,N/A
Candyman 3: Day of the Dead,N/A,N/A
Mid90s,66,7.5
2016: Obamas America,26,6.3
Halloween 3: Season of the Witch,N/A,N/A
8: The Mormon Proposition,55,7.8
8 Days,N/A,N/A
Thr3e,34,5.7
Friday the 13th Part 3,N/A,N/A
Mad Max 2: The Road Warrior,77,8.3
Terrifier 3,61,7.1
Return of the Living Dead 3,N/A,N/A
To Be Frank Sinatra at 100,N/A,N/A
31,35,6.4
Session 9,58,6.6
DefCon 4,N/A,N/A
Friday the 13th Part 2,26,6.6
Godzilla 2000,41,6.8
20 Feet From Stardom,83,7.3
23 Blast,45,3.8
16 to Life,N/A,N/A
1982,tbd,tbd
40 Weeks,N/A,N/A
Friday the 13th,34,5.9
Friday the 13th,34,5.9
Scott Walker: 30 Century Man,65,7.5
42nd Street,83,6.5
Short Term 12,82,8.4
American Ninja 2: The Confrontation,39,tbd
51 Birch Street,77,tbd
Rotor DR1,N/A,N/A
3 Backyards,69,6.6
Locker 13,22,tbd
Death Race 2000,58,6.3
Terrifier 2,59,6.4
411,N/A,N/A
The Beast from 20000 Fathoms,N/A,N/A
Antarctic Edge: 70 South,62,tbd
8 Days to Hell,N/A,N/A
20 Dates,35,tbd
Happy 40th,N/A,N/A
Red 11,N/A,N/A
